post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_base-colour,attribute_data:pa_base-colour,attribute_default:pa_base-colour,attribute:pa_chair-style,attribute_data:pa_chair-style,attribute_default:pa_chair-style,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_drawer-options,attribute_data:pa_drawer-options,attribute_default:pa_drawer-options,attribute:pa_fabric-range,attribute_data:pa_fabric-range,attribute_default:pa_fabric-range,attribute:pa_frame-colour,attribute_data:pa_frame-colour,attribute_default:pa_frame-colour,attribute:pa_furniture-option,attribute_data:pa_furniture-option,attribute_default:pa_furniture-option,attribute:pa_guestbed,attribute_data:pa_guestbed,attribute_default:pa_guestbed,attribute:pa_headboard,attribute_data:pa_headboard,attribute_default:pa_headboard,attribute:pa_leather-type,attribute_data:pa_leather-type,attribute_default:pa_leather-type,attribute:pa_leg-colour,attribute_data:pa_leg-colour,attribute_default:pa_leg-colour,attribute:pa_mattress-firmness,attribute_data:pa_mattress-firmness,attribute_default:pa_mattress-firmness,attribute:pa_mattress-options,attribute_data:pa_mattress-options,attribute_default:pa_mattress-options,attribute:pa_no-of-chairs,attribute_data:pa_no-of-chairs,attribute_default:pa_no-of-chairs,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sofa-options,attribute_data:pa_sofa-options,attribute_default:pa_sofa-options,attribute:pa_tent,attribute_data:pa_tent,attribute_default:pa_tent,attribute:pa_upholstry-colour,attribute_data:pa_upholstry-colour,attribute_default:pa_upholstry-colour,attribute:pa_vat-exempt,attribute_data:pa_vat-exempt,attribute_default:pa_vat-exempt
"Cuba Black Glass & Chrome Table",cuba-black-table,,3620,"Cuba Black Glass &amp; Marble Base 450W Round x 570H - Chrome

<hr />

&nbsp;","Marble Base 450W Round x 570H",publish,,0,"2016-03-29 11:30:10",1,open,,,,no,no,,89.99,49.99,,,,,,visible,instock,no,,,no,,,1628|1639,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Cuba-Black.jpg ! alt : Cuba Black ! title : Cuba Black ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/cuba-black-table/,,,,,,,,,,,,simple,,"Shopfront > Occasional Furniture","Black|coffee table|Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuba Clear Glass & Chrome Table",cuba-glass-chrome-table,,3632,"Cuba Clear Glass &amp; Marble Base 450W Round x 570H - Chrome

<hr />

&nbsp;","Marble Base 450W Round x 570H",publish,,0,"2016-03-29 11:37:17",1,open,,,,no,no,,89.99,49.99,,,,,,visible,instock,no,,,no,,,1628|1639,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Cuba-Clear.jpg ! alt : Cuba Clear ! title : Cuba Clear ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/cuba-glass-chrome-table/,,,,,,,,,,,,simple,,"Shopfront > Occasional Furniture","Black|coffee table|Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunis Black Glass & Chrome Table",tunis-black-glass-chrome-table,,3633,"Tunis Round 2 Shelf 400w x 400h - Chrome

<hr />

&nbsp;","400w Round x 420H",publish,,0,"2016-03-29 11:39:16",1,closed,,,,no,no,,79.99,49.99,,,,,,visible,instock,no,,,no,taxable,,1628|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Tunis-Black.jpg ! alt : Tunis Black ! title : Tunis Black ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/tunis-black-glass-chrome-table/,,,,,,,,,60,,,simple,,"Shopfront > Occasional Furniture","Black|coffee table|Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunis Clear Glass & Chrome Table",tunis-clear-glass-chrome-table,,3634,"Tunis Round 2 Shelf 400w x 400h - Chrome

<hr />

&nbsp;","400w Round x 420H",publish,,0,"2016-03-29 11:41:37",1,closed,,,,no,no,,79.99,49.99,,,,,,visible,instock,no,,,no,taxable,,1628|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Tunis-Clear.jpg ! alt : Tunis Clear ! title : Tunis Clear ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/tunis-clear-glass-chrome-table/,,,,,,,,,60,,,simple,,"Shopfront > Occasional Furniture","Black|coffee table|Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derby Storage Stool - Red High Gloss",derby-storage-stool-red-high-gloss,,3635,"Derby Stool with Storage 350W Round x 500H Black, Red, White ABS with High Gloss","350w Round x 500H",publish,,0,"2016-03-29 11:42:19",1,open,,,,no,no,,69.99,39.99,,,,,,visible,instock,no,,,no,,,1628|1639,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Derby-Stool-Red.jpg ! alt : Derby Stool Red ! title : Derby Stool Red ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/derby-storage-stool-red-high-gloss/,,,,,,,,,,,,simple,,"Shopfront > Occasional Furniture|Shopfront",Stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derby Storage Stool - White High Gloss",derby-storage-stool-white-high-gloss,,3636,"Derby Stool with Storage 350W Round x 500H Black, Red, White ABS with High Gloss","350w Round x 500H",publish,,0,"2016-03-29 11:45:10",1,open,,,,no,no,,69.99,39.99,,,,,,visible,instock,no,,,no,,,1628|1639,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Derby-Stool-White.jpg ! alt : Derby Stool White ! title : Derby Stool White ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/derby-storage-stool-white-high-gloss/,,,,,,,,,,,,simple,,"Shopfront > Occasional Furniture|Shopfront",Stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Derby Storage Stool - Black High Gloss",derby-storage-stool-black-high-gloss,,3637,"Derby Stool with Storage 350W Round x 500H Black, Red, White ABS with High Gloss","350w Round x 500H",publish,,0,"2016-03-29 11:45:12",1,open,,,,no,no,,69.99,39.99,,,,,,visible,instock,no,,,no,,,1628|1639,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Derby-Stool-Black.jpg ! alt : Derby Stool Black ! title : Derby Stool Black ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/derby-storage-stool-black-high-gloss/,,,,,,,,,,,,simple,,"Shopfront > Occasional Furniture|Shopfront",Stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nottingham Oak Sideboard",nottingham-oak-sideboard,,4423,"Solid American White Oak finished with a Rich Oil, giving a sophisticated, contemporary look.

<hr />

<ul>
	<li>Height 80cm</li>
	<li>Length 90cm</li>
	<li>Depth 45cm</li>
</ul>

<hr />","90 x 45 x 80cm H",publish,,0,"2016-03-29 16:44:33",1,closed,,,,no,no,,599.99,399.99,,,,,,visible,outofstock,no,,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Sideboard.jpg ! alt : Nottingham Sideboard ! title : Nottingham Sideboard ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Coffee-Table.jpg ! alt : Nottingham Coffee Table ! title : Nottingham Coffee Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Nest.jpg ! alt : Nottingham Nest ! title : Nottingham Nest ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Lamp-Table.jpg ! alt : Nottingham Lamp Table ! title : Nottingham Lamp Table ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/nottingham-oak-sideboard/,,,,,,,,,,,,simple,exclude-from-catalog|exclude-from-search|outofstock,"Lounge Furniture|Shopfront > Occasional Furniture",oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nottingham Oak Coffee Table",nottingham-oak-coffee-table,,4428,"Solid American White Oak finished with a Rich Oil, giving a sophisticated, contemporary look.

<hr />

<ul>
	<li>Height 48cm</li>
	<li>Length 120cm</li>
	<li>Depth 60cm</li>
</ul>

<hr />","120 x 60 x 48cm H",publish,,0,"2016-03-29 16:44:52",1,open,,,,no,no,,299.99,149.99,,,,,,visible,instock,no,,,no,,,,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Coffee-Table.jpg ! alt : Nottingham Coffee Table ! title : Nottingham Coffee Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Nest.jpg ! alt : Nottingham Nest ! title : Nottingham Nest ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Lamp-Table.jpg ! alt : Nottingham Lamp Table ! title : Nottingham Lamp Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Sideboard.jpg ! alt : Nottingham Sideboard ! title : Nottingham Sideboard ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/nottingham-oak-coffee-table/,,,,,,,,,,,,simple,,"Lounge Furniture|Shopfront > Occasional Furniture",oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nottingham Oak Lamp Table",nottingham-oak-lamp-table,,4429,"Solid American White Oak finished with a Rich Oil, giving a sophisticated, contemporary look.

<hr />

<ul>
	<li>Height 48cm</li>
	<li>Length 50cm</li>
	<li>Depth 50cm</li>
</ul>

<hr />","50 x 50 x 48cm H",publish,,0,"2016-03-29 16:44:56",1,open,,,,no,no,,199.99,99.99,,,,,,visible,instock,no,,,no,,,,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Lamp-Table.jpg ! alt : Nottingham Lamp Table ! title : Nottingham Lamp Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Coffee-Table.jpg ! alt : Nottingham Coffee Table ! title : Nottingham Coffee Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Nest.jpg ! alt : Nottingham Nest ! title : Nottingham Nest ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Sideboard.jpg ! alt : Nottingham Sideboard ! title : Nottingham Sideboard ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/nottingham-oak-lamp-table/,,,,,,,,,,,,simple,,"Lounge Furniture|Shopfront > Occasional Furniture",oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nottingham Oak Nest of Tables",nottingham-oak-nest-of-tables,,4430,"Solid American White Oak finished with a Rich Oil, giving a sophisticated, contemporary look.

<hr />

<ul>
	<li>Height 48cm</li>
	<li>Length 50cm</li>
	<li>Depth 35cm</li>
</ul>

<hr />

&nbsp;","50 x 35 x 48cm H",publish,,0,"2016-03-29 16:44:59",1,open,,,,no,no,,299.99,149.99,,,,,,visible,instock,no,,,no,,,,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Nest.jpg ! alt : Nottingham Nest ! title : Nottingham Nest ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Coffee-Table.jpg ! alt : Nottingham Coffee Table ! title : Nottingham Coffee Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Lamp-Table.jpg ! alt : Nottingham Lamp Table ! title : Nottingham Lamp Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Nottingham-Sideboard.jpg ! alt : Nottingham Sideboard ! title : Nottingham Sideboard ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/nottingham-oak-nest-of-tables/,,,,,,,,,,,,simple,,"Lounge Furniture|Shopfront > Occasional Furniture",oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crete White & Limed Oak Lamp Table",crete-white-limed-oak-lamp-table,,4431,"A timeless retro design reflecting the style of the 1950's. The Lamp Table has a durable white lacquered top with limed oak effect legs.

<hr />

<ul>
	<li>Height 50cm</li>
	<li>Length 50cm</li>
	<li>Depth 50cm</li>
</ul>

<hr />

&nbsp;","50 x 50 x 50cm H",publish,,0,"2016-03-29 16:53:29",1,open,,,,no,no,,99.99,69.99,,,,,,visible,instock,no,,,no,,,,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Crete-Lamp-Table.jpg ! alt : Crete Lamp Table ! title : Crete Lamp Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Crete-Coffee-Table.jpg ! alt : Crete Coffee Table ! title : Crete Coffee Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/crete-dining-table.jpg ! alt : crete dining table ! title : crete dining table ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/crete-white-limed-oak-lamp-table/,,,,,,,,,,,,simple,,"Lounge Furniture|Shopfront > Occasional Furniture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crete White & Limed Oak Coffee Table",crete-white-limed-oak-coffee-table,,4436,"A timeless retro design reflecting the style of the 1950's. The Crete Coffee Table has a durable white lacquered top with limed oak effect legs.

<hr />

<ul>
	<li>Height 43cm</li>
	<li>Length 110cm</li>
	<li>Depth 60cm</li>
</ul>

<hr />

&nbsp;","110 x 60 x 43cm H",publish,,0,"2016-03-29 16:56:54",1,open,,,,no,no,,149.99,99.99,,,,,,visible,instock,no,,,no,,,,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Crete-Coffee-Table.jpg ! alt : Crete Coffee Table ! title : Crete Coffee Table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/crete-dining-table.jpg ! alt : crete dining table ! title : crete dining table ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Crete-Lamp-Table.jpg ! alt : Crete Lamp Table ! title : Crete Lamp Table ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/crete-white-limed-oak-coffee-table/,,,,,,,,,,,,simple,,"Lounge Furniture|Shopfront > Occasional Furniture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melbourne Dining Chair",melbourne-dining-chair,,5497,"The sleek and sophisticated look created by the Melbourne black dining chair is enough to make all your friends green with envy. With these dining chairs, upholstered in luxurious faux leather and comfortably padded, you wont want to leave the table.

<hr />

<ul>
 	<li>Width 44cm</li>
 	<li>Depth 52cm</li>
 	<li>Height 102cm</li>
</ul>

<hr />

&nbsp;",,publish,,0,"2016-04-10 13:06:06",1,open,,,,no,no,,129.99,99.99,,,,,,visible,instock,no,,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/03/Melbourne-Chair.jpg ! alt : Melbourne Chair ! title : Melbourne Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/melbourne-dining-chair/,,,,,,,,,90,,,simple,,"Dining > Dining Chairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nottingham Leather Dining Chair",nottingham-oak-dining-chair,,5498,"A neat, yet classic designed chair perfect for dining areas in the modern home.

<hr />

<ul>
	<li>Depth 57cm</li>
	<li>Width 45cm</li>
	<li>Height 96cm</li>
</ul>

<hr />

&nbsp;","Faux Leather",publish,,0,"2016-04-10 13:06:16",1,open,,,,no,no,,99.99,79.99,,,,,,visible,instock,no,,,no,,,,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/04/Nottingham-Leather-Chair.jpg ! alt : Nottingham Leather Chair ! title : Nottingham Leather Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/nottingham-oak-dining-chair/,,,,,,,,,,,,simple,,"Dining > Dining Chairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nottingham Oak Dining Chair",nottingham-oak-dining-chair-2,,5505,"Solid American White Oak Dining Chair in a Rich Oiled Finish and Featuring a Padded Brown Faux Leather Seat.

<hr />

<ul>
 	<li style=""text-align: justify;"">Width              45cm</li>
 	<li>Depth              50cm</li>
 	<li>Back Height    90cm</li>
 	<li>Seat Height    47cm</li>
</ul>

<hr />",,publish,,0,"2016-04-10 13:16:14",1,open,,,,no,no,,99.99,79.99,,,,,,visible,instock,no,,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/04/Nottinham-Oak-Chair.jpg ! alt : Nottinham Oak Chair ! title : Nottinham Oak Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/nottingham-oak-dining-chair-2/,,,,,,,,,90,,,simple,,"Dining > Dining Chairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Westimnster Oak Dining Chair",westimnster-oak-dining-chair,,5506,"A classic styled dining chair constructed from solid American White Oak in a beautiful waxed finish with a comfortable brown faux leather, padded seat.

<hr />

<ul>
 	<li>Width                  45cm</li>
 	<li>Depth                  53cm</li>
 	<li>Back Height       105cm</li>
 	<li>Seat Height        47cm</li>
</ul>

<hr />

&nbsp;",,publish,,0,"2016-04-10 13:18:23",1,open,,,,no,no,,149.99,129.99,,,,,,visible,instock,no,,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/04/Westminster-Oak-Chair.jpg ! alt : Westminster Oak Chair ! title : Westminster Oak Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/westimnster-oak-dining-chair/,,,,,,,,,90,,,simple,,"Dining > Dining Chairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tokyo Dining Chair",tokyo-dining-chair,,5507,"<div class=""eight wide column"">

A stylish hardwood dining chair in a honey pine finish.

<hr />

<ul>
 	<li>Width  45cm</li>
 	<li>Depth  49cm</li>
 	<li>Height 93cm</li>
</ul>

<hr />

&nbsp;

</div>",,publish,,0,"2016-04-10 13:19:44",1,closed,,,,no,no,,129.99,99.99,,,,,,visible,instock,no,,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/04/Tokyo-Dining-Chair.jpg ! alt : Tokyo Dining Chair ! title : Tokyo Dining Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/tokyo-dining-chair/,,,,,,,,,90,,,simple,,"Dining > Dining Chairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cambridge Dining Chair",cambridge-dining-chair,,5508,"A traditional styled dining chair in a beautiful mahogany finish with a comfortable brown faux leather, padded seat.

<hr />

<ul>
 	<li>Width 42cm</li>
 	<li>Depth 53cm</li>
 	<li>Height 94cm</li>
</ul>

<hr />

&nbsp;",,publish,,0,"2016-04-10 13:21:44",1,open,,,,no,no,,129.99,99.99,,,,,,visible,instock,no,,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/04/Cambridge-Dining-Chair.jpg ! alt : Cambridge Dining Chair ! title : Cambridge Dining Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/cambridge-dining-chair/,,,,,,,,,90,,,simple,,"Dining > Dining Chairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plymouth Dining Chair",plymouth-dining-chair,,5509,"The Davenport Dining Chairs is a Shaped, Cross Back Chair, in a Subtle Ivory Lacquered Finish and with a Faux Suede Upholstered Seatpad.

<hr />

<ul>
	<li>Width                45cm</li>
	<li>Depth                52cm</li>
	<li>Back Height     96cm</li>
	<li>Seat Height      45cm</li>
</ul>

<hr />

&nbsp;",,publish,,0,"2016-04-10 13:22:57",1,open,,,,no,no,,99.99,79.99,,,,,,visible,instock,no,,,no,,,,,,,,,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/04/Plymouth-Dining-Chair.jpg ! alt : Plymouth Dining Chair ! title : Plymouth Dining Chair ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/plymouth-dining-chair/,,,,,,,,,,,,simple,,"Dining > Dining Chairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auckland Glass Dining Table + 6 Chairs",auckland-glass-dining-table-6-chairs,,5627,"This sleek Auckland dining set features a 10mm clear tempered glass table top with black faux leather legs and chrome plated steel. A useful black glass under shelf is provided, allowing extra storage.

Paired with black faux leather chairs with sleek chrome legs, this dining set will create a bold statement in any modern dining space.
<ul>
 	<li>10mm Clear Tempered Glass Top</li>
 	<li>Shelf Dimensions - 104.5cm L x 53cm W x 10mm D</li>
 	<li>Distance Between Shelf and Table Top - 12cm</li>
</ul>
<h2>150cm D x 90cm W x 75cm H</h2>
&nbsp;","150 x 90 x 75cm H",publish,,0,"2016-07-07 16:03:07",1,closed,,,,no,no,,999.99,699.99,,,,,,visible,instock,no,,,no,taxable,,1638|1639,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2016/07/Auckland.jpg ! alt : Auckland ! title : Auckland ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/auckland-glass-dining-table-6-chairs/,,,,,,,,1,60,,,simple,featured,"Dining > Dining Tables","Black|Chrome|Dining Table|Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0 Chairs (Table Only)|1 Chair Only (No Table)|Table &amp; 6 Chairs",0|1|1,,,,,,,,,,,,,,,,
"Texas ""Click Clack"" Sofabed",texas-click-clack-sofabed,,6193,"The Texas Fabric Sofa Bed is a stunning and practical addition to your home. This modern sofa easily and quickly converts into a pocket sprung and fibre filled, generously padded bed. With sleek silver metal legs and a luxurious fabric finish, this elegant sofa is a versatile, great value piece of furniture for your living room or spare room.
<ul>
 	<li>2 seater sofa and small double guest bed in one affordable package</li>
 	<li>Upholstered in an attractively textured, woven fabric</li>
 	<li>Comes with 2 stylish bolster cushions</li>
 	<li>Pocket sprung seat and back with panel and buttoning detail</li>
 	<li>Sofa turns into a bed with a quick and easy ‘click-clack’ action</li>
 	<li>Removable arms and stainless steel feet for ease of assembly</li>
 	<li>Fast delivery, so you can enjoy your sofa bed sooner</li>
</ul>
Style and function in one perfect package. The sleek and modern Texas sofa bed looks just as good as it feels, with its panelled, buttoned back and seat with fashionable stainless steel legs. The sofa converts with an easy ‘click-clack’ mechanism into a wonderfully comfortable pocket sprung bed that sleeps two. All that plus fast delivery and at a very appealing price. What more could you and your guests want?","210cm x 80cm",publish,,0,"2018-01-16 09:31:45",1,open,,,,no,no,,1299.99,899.99,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://kentbedsandsofas.co.uk/wp-content/uploads/2018/01/TEXAS-SOFABED-e1520517963374.jpg ! alt : TEXAS SOFABED e ! title : TEXAS SOFABED ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/01/PRODZFRSP000000000014568_Newman_sofabed__alt01.jpg ! alt : PRODZFRSP Newman sofabed  alt ! title : PRODZFRSP000000000014568_Newman_sofabed__alt01 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/01/PRODZFRSP000000000014568_Newman_sofabed__alt02.jpg ! alt : PRODZFRSP Newman sofabed  alt ! title : PRODZFRSP000000000014568_Newman_sofabed__alt02 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/01/PRODZFRSP000000000014568_Newman_sofabed__alt03.jpg ! alt : PRODZFRSP Newman sofabed  alt ! title : PRODZFRSP000000000014568_Newman_sofabed__alt03 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/01/PRODZFRSP000000000014568_Newman_sofabed__alt04.jpg ! alt : PRODZFRSP Newman sofabed  alt ! title : PRODZFRSP000000000014568_Newman_sofabed__alt04 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/01/PRODZFRSP000000000014568_Newman_sofabed__alt05.jpg ! alt : PRODZFRSP Newman sofabed  alt ! title : PRODZFRSP000000000014568_Newman_sofabed__alt05 ! desc :  ! caption :  | https://kentbedsandsofas.co.uk/wp-content/uploads/2018/01/PRODZFRSP000000000014568_Newman_sofabed__alt06.jpg ! alt : PRODZFRSP Newman sofabed  alt ! title : PRODZFRSP000000000014568_Newman_sofabed__alt06 ! desc :  ! caption : ",,https://kentbedsandsofas.co.uk/product/texas-click-clack-sofabed/,,,,,,,,,90,,,simple,,"Beds > Sofabeds",Sofabed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
